cgpa,dsa_questions,coding_skill,aptitude_score,communication_skill,projects,internships,mock_interviews,resume_score,weekly_prep_hours,readiness_score
9.743,223.650,9.000,66.299,9.000,3.000,1.000,2.000,87.771,15.399,70.867
7.884,111.237,5.000,94.458,6.000,0.000,0.000,7.000,69.872,11.278,46.849
9.031,136.126,10.000,30.594,1.000,3.000,0.000,6.000,76.445,23.889,58.721
5.852,144.817,10.000,33.930,6.000,1.000,1.000,2.000,69.363,3.557,48.697
9.893,163.375,7.000,59.193,4.000,3.000,0.000,3.000,71.875,15.248,55.602
7.493,357.030,6.000,77.318,5.000,3.000,2.000,3.000,79.796,11.795,65.082
7.468,132.082,10.000,63.327,1.000,0.000,0.000,6.000,42.855,7.539,40.781
9.854,207.652,7.000,92.828,4.000,3.000,0.000,7.000,84.958,17.421,63.119
6.904,386.810,10.000,33.086,10.000,0.000,0.000,7.000,58.088,33.244,67.694
6.988,278.825,10.000,53.810,1.000,3.000,0.000,3.000,35.818,8.466,52.273
7.924,36.880,2.000,54.594,10.000,1.000,1.000,4.000,76.839,20.906,49.065
5.640,51.021,7.000,53.809,6.000,0.000,0.000,4.000,74.887,19.143,39.307
6.605,245.175,8.000,64.138,6.000,2.000,1.000,8.000,82.178,6.703,63.108
5.966,126.920,9.000,85.340,10.000,4.000,0.000,6.000,99.891,19.032,70.375
5.516,44.339,4.000,52.252,3.000,0.000,1.000,7.000,64.994,12.175,34.245
9.331,119.739,9.000,82.114,10.000,3.000,0.000,4.000,98.266,9.876,68.030
7.947,251.586,5.000,40.253,3.000,2.000,3.000,2.000,72.556,9.736,48.626
6.793,143.587,4.000,69.251,4.000,3.000,0.000,4.000,58.262,49.492,48.635
7.043,193.545,2.000,56.256,5.000,0.000,1.000,3.000,79.056,4.626,43.261
7.158,153.595,4.000,67.745,7.000,2.000,0.000,4.000,47.770,27.328,45.780
8.166,106.746,10.000,37.542,4.000,2.000,0.000,6.000,97.809,13.136,57.491
9.634,220.596,8.000,96.742,8.000,3.000,1.000,10.000,63.669,8.021,71.031
9.664,39.732,8.000,93.435,1.000,2.000,0.000,5.000,35.691,11.613,45.972
6.957,95.965,9.000,87.848,7.000,4.000,0.000,7.000,77.596,28.514,71.350
6.646,314.982,3.000,92.495,7.000,4.000,1.000,8.000,42.821,29.243,67.300
7.255,52.605,7.000,40.268,6.000,1.000,1.000,9.000,40.780,7.854,52.457
7.840,186.581,4.000,65.261,7.000,2.000,1.000,5.000,36.531,18.718,54.263
7.309,135.046,9.000,52.254,8.000,0.000,0.000,3.000,92.393,18.008,54.092
8.294,125.252,5.000,92.117,10.000,2.000,1.000,6.000,37.189,12.791,62.073
7.772,335.247,9.000,43.261,3.000,0.000,0.000,4.000,69.918,19.828,56.888
6.604,379.477,8.000,45.396,5.000,4.000,1.000,0.000,66.813,22.619,68.659
6.729,77.325,8.000,78.070,6.000,4.000,0.000,1.000,94.217,7.571,54.802
6.893,164.375,10.000,36.223,4.000,3.000,1.000,3.000,94.224,4.326,54.385
5.473,29.359,8.000,81.266,10.000,2.000,1.000,5.000,94.857,6.688,55.251
5.830,322.726,4.000,48.769,6.000,5.000,2.000,6.000,61.000,11.388,68.215
8.616,179.556,6.000,76.265,6.000,4.000,0.000,2.000,65.778,12.854,62.800
6.945,49.176,5.000,91.113,2.000,2.000,1.000,4.000,88.668,23.900,51.079
6.073,99.886,1.000,72.673,5.000,4.000,0.000,5.000,42.810,14.076,39.649
7.813,71.352,6.000,44.888,7.000,3.000,0.000,3.000,42.437,11.401,46.083
8.778,95.177,5.000,33.442,5.000,0.000,3.000,5.000,94.912,4.179,45.687
6.287,32.578,4.000,33.123,8.000,3.000,4.000,8.000,36.913,27.979,53.866
9.134,443.959,2.000,36.217,2.000,4.000,2.000,6.000,59.887,7.844,59.056
9.638,79.937,6.000,70.587,2.000,2.000,0.000,4.000,47.672,29.319,49.626
7.987,186.257,6.000,54.375,4.000,3.000,0.000,3.000,40.459,10.683,50.346
8.345,249.998,2.000,47.017,4.000,3.000,0.000,5.000,98.301,6.988,54.085
5.263,379.833,7.000,45.351,9.000,3.000,1.000,0.000,45.787,14.855,63.335
9.728,190.959,2.000,96.401,9.000,1.000,1.000,4.000,63.078,8.629,55.829
6.962,151.825,2.000,38.317,5.000,4.000,0.000,6.000,51.651,12.303,48.305
9.620,196.800,5.000,51.337,6.000,2.000,0.000,4.000,66.926,14.577,55.849
7.895,76.940,4.000,63.003,3.000,4.000,0.000,8.000,84.848,22.449,50.483
5.023,82.521,10.000,30.031,6.000,6.000,0.000,4.000,77.882,38.218,59.491
5.193,149.160,1.000,94.467,8.000,2.000,2.000,6.000,72.164,9.916,54.859
8.402,21.032,4.000,36.937,8.000,2.000,0.000,2.000,68.194,15.654,44.255
7.813,108.608,8.000,77.773,10.000,3.000,1.000,4.000,43.570,5.931,62.380
5.133,128.662,3.000,74.021,6.000,2.000,1.000,3.000,61.163,20.366,52.992
8.717,589.227,10.000,86.634,4.000,2.000,1.000,2.000,93.842,16.368,71.485
9.261,412.238,8.000,75.597,1.000,3.000,2.000,2.000,88.334,4.117,66.761
7.482,249.370,10.000,83.857,7.000,4.000,1.000,6.000,39.208,16.929,71.859
7.329,328.119,10.000,59.487,9.000,1.000,0.000,4.000,89.629,8.407,65.474
5.027,81.915,2.000,64.209,6.000,2.000,1.000,3.000,88.823,12.186,44.958
8.933,200.624,5.000,79.116,10.000,2.000,0.000,4.000,87.127,33.104,62.837
6.654,301.496,8.000,69.790,4.000,2.000,0.000,5.000,87.963,4.641,60.881
9.394,82.565,1.000,65.808,1.000,1.000,2.000,8.000,98.897,21.400,48.569
6.865,51.167,5.000,44.389,7.000,2.000,1.000,3.000,38.588,7.584,44.187
7.825,231.463,7.000,48.068,2.000,2.000,1.000,4.000,59.947,6.669,48.781
6.352,56.906,8.000,55.095,1.000,6.000,1.000,3.000,97.948,9.613,56.903
5.803,265.246,5.000,30.650,8.000,3.000,3.000,3.000,70.923,6.253,59.718
8.875,375.582,9.000,59.215,5.000,3.000,0.000,3.000,79.349,43.407,74.874
7.483,84.868,7.000,30.194,7.000,2.000,1.000,4.000,58.521,4.335,48.076
7.682,90.591,1.000,69.551,8.000,4.000,1.000,6.000,48.773,5.842,53.358
9.827,368.366,3.000,79.282,4.000,4.000,0.000,2.000,98.598,3.416,59.012
9.818,191.706,10.000,69.350,7.000,3.000,0.000,3.000,58.507,8.251,68.351
9.278,336.584,1.000,78.546,6.000,2.000,0.000,3.000,71.456,15.018,57.119
5.938,153.340,2.000,30.001,6.000,3.000,2.000,3.000,50.848,16.049,51.307
7.971,162.142,4.000,34.161,8.000,1.000,2.000,7.000,97.852,17.267,57.113
9.391,188.115,10.000,78.892,4.000,4.000,0.000,3.000,51.797,17.954,69.617
6.872,514.085,8.000,86.203,6.000,3.000,0.000,4.000,94.406,24.986,78.631
5.506,319.336,2.000,80.239,6.000,3.000,1.000,6.000,53.968,33.486,59.929
9.055,105.701,4.000,76.411,2.000,1.000,1.000,7.000,96.550,20.255,51.884
7.409,211.054,10.000,79.517,3.000,2.000,1.000,4.000,58.877,14.650,63.862
7.822,145.336,3.000,81.771,1.000,3.000,1.000,5.000,91.684,7.730,44.837
9.911,125.250,6.000,80.706,2.000,3.000,2.000,6.000,73.989,15.614,64.676
8.036,260.200,5.000,81.661,5.000,3.000,1.000,7.000,42.399,19.814,65.976
7.125,225.020,8.000,35.181,10.000,0.000,0.000,2.000,54.215,11.903,50.736
6.850,85.716,8.000,34.429,10.000,0.000,1.000,4.000,84.458,22.315,50.264
7.088,188.456,9.000,55.278,8.000,2.000,1.000,3.000,78.390,17.757,64.783
5.592,122.230,2.000,66.932,6.000,2.000,1.000,2.000,58.146,8.702,40.130
8.974,249.049,5.000,83.383,3.000,3.000,0.000,6.000,47.697,9.673,51.430
9.189,117.975,7.000,53.430,4.000,2.000,0.000,6.000,88.874,27.277,57.064
6.422,162.879,5.000,49.258,8.000,0.000,1.000,5.000,75.455,3.375,51.357
6.519,127.966,7.000,84.701,10.000,3.000,0.000,6.000,79.328,3.916,60.106
9.372,38.275,7.000,47.454,10.000,0.000,1.000,2.000,66.139,6.863,52.513
5.120,497.823,4.000,87.459,4.000,2.000,0.000,4.000,57.772,45.083,59.696
7.602,186.960,2.000,42.399,5.000,6.000,3.000,5.000,59.846,18.142,53.707
7.318,508.932,10.000,55.163,6.000,2.000,2.000,9.000,37.022,9.591,73.291
8.451,193.110,9.000,58.075,1.000,4.000,0.000,4.000,96.345,18.310,63.638
5.817,292.412,9.000,50.966,2.000,2.000,0.000,3.000,58.826,9.073,50.890
8.342,111.462,3.000,30.235,1.000,2.000,1.000,11.000,66.393,14.587,47.217
6.884,113.721,4.000,46.486,8.000,3.000,1.000,3.000,58.215,10.329,50.245
8.094,179.487,4.000,53.636,3.000,0.000,1.000,6.000,58.087,17.924,47.971
5.200,506.018,1.000,51.954,8.000,1.000,2.000,3.000,79.565,12.597,58.342
7.309,88.297,2.000,84.989,4.000,1.000,1.000,6.000,78.573,9.714,43.900
7.611,29.236,4.000,33.316,8.000,1.000,0.000,2.000,87.665,14.560,43.043
6.072,362.799,10.000,57.226,2.000,4.000,0.000,5.000,39.666,11.109,57.677
5.698,304.539,3.000,32.626,4.000,2.000,0.000,6.000,91.814,11.102,45.993
5.942,133.651,6.000,95.145,3.000,1.000,0.000,3.000,97.184,5.137,44.528
6.721,633.195,6.000,85.315,5.000,2.000,1.000,4.000,99.292,17.661,71.420
5.484,650.583,4.000,98.751,6.000,1.000,0.000,7.000,43.371,53.518,56.792
9.737,35.541,10.000,93.711,2.000,2.000,2.000,1.000,66.635,14.970,58.863
7.025,109.367,1.000,52.107,7.000,1.000,0.000,3.000,96.038,11.549,40.977
9.045,178.547,9.000,78.411,10.000,6.000,0.000,4.000,84.331,11.783,71.794
9.872,244.413,8.000,51.459,1.000,1.000,2.000,6.000,38.913,26.682,60.457
5.404,219.730,4.000,92.175,1.000,1.000,0.000,7.000,91.570,1.411,42.686
8.258,186.452,8.000,58.753,10.000,1.000,1.000,6.000,89.505,15.239,65.310
9.357,77.214,5.000,56.312,7.000,2.000,0.000,3.000,85.711,13.081,52.590
8.171,265.617,10.000,93.985,10.000,3.000,0.000,5.000,61.769,12.573,71.875
7.145,275.911,1.000,88.572,8.000,6.000,0.000,8.000,76.099,14.292,56.312
7.155,346.174,1.000,97.649,8.000,3.000,2.000,5.000,81.535,7.204,67.592
5.179,67.980,6.000,34.654,2.000,5.000,1.000,2.000,60.782,7.390,47.686
7.673,158.239,10.000,47.034,6.000,1.000,2.000,2.000,85.960,4.661,56.843
9.968,128.644,1.000,51.060,4.000,2.000,0.000,3.000,52.764,17.945,44.611
9.794,66.841,8.000,59.705,9.000,2.000,0.000,2.000,46.936,2.078,52.927
5.202,156.371,10.000,63.119,1.000,3.000,1.000,8.000,90.828,15.743,58.183
8.529,80.622,5.000,50.403,1.000,2.000,0.000,3.000,57.056,9.617,37.133
6.509,57.172,9.000,85.332,6.000,5.000,1.000,6.000,38.690,7.097,58.318
9.515,307.164,8.000,45.627,10.000,2.000,0.000,3.000,89.125,14.666,67.989
5.226,133.098,3.000,78.756,10.000,1.000,1.000,2.000,86.936,10.577,50.008
9.679,105.123,9.000,89.624,6.000,0.000,0.000,4.000,87.155,14.455,58.684
9.187,402.503,7.000,72.259,5.000,3.000,0.000,6.000,57.157,7.497,68.514
5.588,281.506,1.000,54.791,3.000,0.000,1.000,7.000,74.211,16.740,40.728
5.299,25.884,6.000,43.152,10.000,3.000,0.000,5.000,35.905,12.833,44.864
9.174,245.520,7.000,39.404,2.000,2.000,0.000,4.000,35.149,21.723,53.150
5.779,244.717,9.000,82.092,2.000,1.000,0.000,3.000,51.852,5.279,47.964
7.674,151.522,8.000,62.839,6.000,2.000,0.000,5.000,69.145,10.547,54.825
9.579,147.231,5.000,33.242,4.000,2.000,0.000,6.000,74.021,9.729,49.343
7.837,42.986,3.000,98.869,5.000,1.000,0.000,6.000,43.671,19.163,45.757
6.986,628.597,2.000,76.991,10.000,3.000,1.000,6.000,91.398,24.765,69.573
7.225,155.918,1.000,89.093,3.000,2.000,0.000,7.000,97.371,15.172,41.483
5.316,236.414,7.000,60.673,9.000,2.000,1.000,5.000,42.749,12.553,59.955
9.844,162.438,10.000,96.881,3.000,0.000,0.000,8.000,88.551,21.740,59.540
6.553,106.548,1.000,43.967,4.000,1.000,2.000,3.000,74.925,11.145,40.857
5.947,323.047,8.000,42.960,1.000,4.000,2.000,3.000,67.656,33.307,66.349
6.430,206.534,6.000,92.323,7.000,1.000,0.000,5.000,66.789,8.543,51.288
9.822,156.908,2.000,92.420,9.000,2.000,1.000,3.000,83.739,3.032,60.822
5.471,234.665,3.000,64.931,9.000,2.000,1.000,8.000,48.579,5.195,55.092
9.337,173.717,3.000,38.805,2.000,2.000,0.000,5.000,74.582,10.793,41.854
8.539,531.194,7.000,51.365,8.000,4.000,1.000,7.000,51.988,42.460,78.255
9.150,315.808,3.000,82.791,2.000,5.000,1.000,5.000,40.536,7.391,59.369
9.879,261.450,9.000,89.219,7.000,0.000,0.000,3.000,70.937,33.075,62.651
9.211,48.270,4.000,54.336,8.000,2.000,1.000,3.000,52.460,15.071,55.722
9.717,267.662,2.000,34.286,2.000,0.000,1.000,4.000,83.273,7.367,39.200
5.635,263.160,1.000,76.601,2.000,2.000,0.000,3.000,77.277,11.414,38.671
8.979,81.868,5.000,81.765,1.000,4.000,0.000,5.000,49.581,23.065,47.320
7.728,47.189,5.000,59.681,8.000,4.000,1.000,5.000,91.002,12.268,58.911
7.717,307.244,8.000,70.817,7.000,3.000,0.000,2.000,57.555,7.499,63.492
9.495,333.048,5.000,99.116,2.000,3.000,1.000,3.000,81.088,10.896,62.702
9.859,114.193,2.000,47.150,6.000,2.000,1.000,4.000,52.376,26.093,51.211
8.524,110.123,3.000,70.108,8.000,3.000,0.000,7.000,47.779,49.760,56.525
7.415,204.026,6.000,72.767,3.000,3.000,1.000,4.000,90.918,22.372,59.956
7.282,132.764,4.000,68.438,7.000,3.000,1.000,5.000,94.713,34.415,61.750
6.932,46.172,7.000,90.839,3.000,4.000,1.000,2.000,57.883,22.030,55.502
6.808,81.069,10.000,72.351,3.000,4.000,1.000,7.000,55.473,21.921,62.684
6.958,230.481,4.000,65.552,4.000,1.000,0.000,4.000,80.667,19.130,47.568
5.449,85.044,6.000,38.611,4.000,2.000,0.000,5.000,49.779,17.228,43.427
5.387,344.174,9.000,79.225,5.000,2.000,2.000,3.000,91.173,8.729,72.306
8.899,260.279,3.000,39.248,3.000,2.000,0.000,3.000,35.553,14.211,41.230
7.230,236.909,6.000,31.860,4.000,2.000,0.000,9.000,44.238,22.334,52.530
9.653,201.013,4.000,64.197,7.000,2.000,0.000,6.000,42.846,17.285,55.026
8.061,102.688,7.000,70.071,4.000,1.000,0.000,5.000,55.659,4.651,49.879
5.176,284.755,8.000,99.934,7.000,1.000,0.000,3.000,91.299,25.952,64.830
5.788,100.316,2.000,79.863,2.000,1.000,0.000,3.000,76.601,19.758,35.260
6.029,356.866,2.000,89.401,2.000,0.000,0.000,6.000,41.986,25.116,44.779
9.879,478.857,1.000,54.247,9.000,2.000,1.000,8.000,40.130,7.283,64.281
6.094,205.670,1.000,65.624,5.000,1.000,0.000,7.000,53.748,4.716,39.337
7.579,438.771,1.000,98.199,7.000,5.000,2.000,6.000,75.289,12.273,68.755
9.681,82.041,8.000,59.217,8.000,1.000,1.000,4.000,73.594,17.774,61.444
9.886,262.266,10.000,86.510,2.000,2.000,2.000,3.000,42.424,31.437,70.403
6.182,183.079,5.000,66.819,10.000,5.000,1.000,2.000,84.452,16.430,61.288
5.246,310.761,9.000,45.677,5.000,2.000,0.000,5.000,76.097,39.150,58.663
5.768,27.595,8.000,70.629,9.000,3.000,0.000,4.000,98.899,10.531,51.160
5.317,298.574,9.000,45.264,5.000,2.000,0.000,5.000,70.919,19.099,58.225
5.976,110.726,8.000,30.212,5.000,1.000,0.000,3.000,56.276,3.898,42.160
7.843,189.647,2.000,46.513,7.000,2.000,1.000,4.000,42.758,23.277,53.496
9.562,621.797,6.000,43.520,2.000,3.000,0.000,11.000,94.742,30.354,69.673
7.686,268.246,6.000,55.964,7.000,2.000,0.000,5.000,37.449,17.133,53.424
8.130,244.793,7.000,92.202,10.000,2.000,0.000,2.000,57.667,6.237,60.644
6.009,231.317,8.000,57.150,7.000,1.000,1.000,2.000,69.498,14.140,60.837
9.003,381.439,2.000,89.163,1.000,2.000,2.000,0.000,72.036,10.342,54.929
8.089,317.854,7.000,68.893,7.000,2.000,0.000,3.000,72.851,11.126,63.396
9.321,233.091,9.000,30.533,1.000,2.000,3.000,5.000,81.613,14.062,63.193
9.744,213.560,2.000,43.212,2.000,3.000,1.000,4.000,43.341,6.043,47.959
6.740,203.726,5.000,95.189,3.000,2.000,0.000,3.000,81.758,16.246,52.856
5.453,175.896,9.000,72.292,4.000,4.000,1.000,3.000,92.819,10.832,64.784
6.130,66.962,1.000,95.068,1.000,6.000,2.000,3.000,36.979,18.237,42.526
7.189,264.376,2.000,51.708,1.000,4.000,0.000,4.000,37.327,18.251,50.400
9.728,119.645,9.000,80.159,8.000,6.000,3.000,3.000,99.440,7.257,69.015
6.892,160.710,2.000,84.042,5.000,2.000,1.000,2.000,55.276,11.848,47.476
8.854,332.158,8.000,98.299,2.000,2.000,0.000,5.000,64.579,11.559,61.861
7.702,178.911,10.000,31.272,5.000,1.000,0.000,5.000,55.154,13.737,51.267
5.914,168.973,5.000,96.657,7.000,3.000,0.000,1.000,71.172,28.250,54.516
6.604,206.108,5.000,57.411,8.000,2.000,1.000,4.000,81.246,9.318,58.213
8.266,145.816,5.000,88.659,3.000,1.000,1.000,3.000,84.397,11.787,52.518
8.364,613.351,4.000,68.130,2.000,2.000,1.000,2.000,58.100,18.376,57.416
7.174,560.566,4.000,69.525,10.000,1.000,1.000,3.000,51.937,14.664,62.363
6.143,551.296,6.000,55.156,7.000,4.000,1.000,6.000,70.531,22.925,76.450
8.610,231.848,9.000,87.993,10.000,2.000,1.000,5.000,59.977,18.031,71.674
5.844,113.729,10.000,48.481,4.000,4.000,2.000,6.000,75.437,11.725,64.746
9.683,338.070,9.000,64.457,2.000,4.000,0.000,5.000,74.751,15.430,67.734
5.940,146.663,2.000,69.212,4.000,2.000,0.000,4.000,93.139,26.271,52.532
5.537,357.749,4.000,81.976,4.000,2.000,0.000,8.000,35.251,6.471,50.945
7.488,109.548,8.000,63.014,8.000,0.000,0.000,2.000,41.620,6.930,47.997
7.598,243.442,6.000,77.620,8.000,4.000,2.000,6.000,86.139,7.568,68.319
7.541,391.095,4.000,63.971,1.000,5.000,2.000,2.000,72.931,12.015,60.536
7.183,152.862,4.000,76.152,6.000,0.000,4.000,5.000,39.063,12.886,49.306
9.974,152.451,2.000,77.190,4.000,3.000,0.000,5.000,96.266,28.508,54.430
7.431,51.958,4.000,79.661,7.000,6.000,1.000,7.000,77.276,10.300,57.074
7.390,112.253,5.000,87.631,4.000,3.000,0.000,6.000,66.590,5.042,49.889
7.109,228.737,5.000,67.851,6.000,2.000,0.000,5.000,85.673,26.229,56.339
5.334,253.039,6.000,43.529,8.000,2.000,1.000,5.000,73.741,10.020,61.359
7.965,278.528,3.000,77.575,3.000,4.000,1.000,6.000,59.264,20.933,58.859
6.140,34.542,3.000,35.398,2.000,1.000,0.000,3.000,54.281,23.850,33.892
8.188,147.191,9.000,45.327,8.000,4.000,0.000,2.000,64.473,16.091,63.624
5.254,57.951,5.000,85.451,10.000,3.000,2.000,3.000,65.891,13.725,57.400
9.907,220.844,3.000,60.455,5.000,3.000,1.000,6.000,81.282,8.586,57.015
7.345,43.048,7.000,64.863,10.000,5.000,1.000,5.000,65.745,8.419,61.721
9.484,74.188,6.000,99.118,2.000,2.000,1.000,2.000,36.192,24.376,55.844
7.378,314.263,6.000,46.462,9.000,4.000,0.000,5.000,79.502,17.579,66.891
5.302,122.694,3.000,31.369,10.000,0.000,1.000,2.000,39.525,24.462,52.429
9.111,441.169,8.000,37.796,3.000,4.000,0.000,3.000,90.012,10.464,67.745
8.241,283.450,2.000,47.115,2.000,2.000,1.000,2.000,81.038,27.181,51.851
8.909,153.502,9.000,80.814,7.000,3.000,2.000,4.000,73.860,32.832,75.803
7.141,347.411,5.000,84.308,9.000,3.000,0.000,5.000,64.520,6.101,60.109
8.190,163.344,5.000,69.584,1.000,2.000,1.000,3.000,46.187,6.367,48.477
9.281,302.487,4.000,47.853,7.000,1.000,0.000,3.000,77.575,21.704,52.420
8.155,107.887,5.000,66.522,9.000,4.000,1.000,7.000,42.117,15.571,64.517
6.738,360.690,7.000,31.047,1.000,1.000,1.000,3.000,74.295,12.452,51.168
8.313,47.169,5.000,77.726,6.000,2.000,0.000,3.000,46.917,23.594,46.443
8.359,74.092,2.000,73.001,1.000,0.000,0.000,7.000,73.797,9.557,39.084
9.803,85.558,6.000,31.526,2.000,1.000,2.000,3.000,44.825,9.951,44.939
6.855,117.177,3.000,87.191,5.000,4.000,0.000,3.000,41.141,6.676,42.943
7.125,234.397,2.000,83.440,4.000,5.000,1.000,3.000,65.607,25.346,60.640
9.061,185.880,9.000,51.576,1.000,3.000,0.000,1.000,81.134,5.770,48.950
7.529,304.802,4.000,74.476,9.000,6.000,0.000,2.000,50.500,23.687,67.645
8.683,394.628,6.000,72.105,3.000,2.000,1.000,4.000,67.351,19.688,64.857
7.299,42.179,2.000,40.023,9.000,2.000,2.000,2.000,86.927,24.118,48.676
6.077,425.611,4.000,43.528,2.000,4.000,1.000,1.000,70.713,7.030,57.685
8.726,160.694,4.000,77.824,6.000,2.000,1.000,3.000,73.813,13.447,56.055
5.656,544.537,2.000,95.349,8.000,2.000,1.000,6.000,49.310,8.606,55.946
5.993,104.064,10.000,70.340,5.000,1.000,1.000,6.000,43.092,31.145,57.544
8.134,30.581,4.000,69.747,5.000,1.000,1.000,2.000,44.688,14.935,42.894
8.736,285.594,6.000,75.268,8.000,3.000,1.000,7.000,98.232,10.216,71.964
9.473,273.774,6.000,60.840,1.000,4.000,0.000,6.000,40.630,8.291,55.272
6.363,75.832,5.000,33.792,9.000,1.000,1.000,7.000,44.848,15.970,50.972
5.554,82.612,6.000,57.755,7.000,1.000,1.000,4.000,48.370,10.276,48.131
9.780,320.014,6.000,93.018,8.000,2.000,2.000,3.000,86.216,11.021,73.010
5.772,242.206,1.000,86.346,5.000,2.000,1.000,4.000,60.867,13.026,48.928
5.988,148.941,7.000,94.920,4.000,2.000,2.000,9.000,86.408,41.453,67.208
6.457,259.149,2.000,40.698,6.000,3.000,2.000,8.000,62.230,14.523,57.318
7.647,225.913,5.000,65.417,7.000,3.000,1.000,2.000,86.658,10.008,57.283
9.414,90.265,4.000,70.931,10.000,4.000,0.000,4.000,93.206,14.500,57.803
8.803,335.909,5.000,44.695,9.000,2.000,1.000,5.000,64.074,8.931,63.440
8.541,294.098,1.000,44.068,1.000,1.000,0.000,1.000,99.114,30.953,41.064
5.876,188.931,8.000,84.742,2.000,2.000,1.000,4.000,95.639,21.299,58.969
6.788,320.152,5.000,77.030,10.000,2.000,0.000,7.000,35.998,5.994,63.711
7.392,587.759,1.000,75.303,4.000,0.000,0.000,2.000,71.669,21.189,47.554
5.737,81.771,1.000,48.689,6.000,4.000,0.000,6.000,77.713,16.210,46.066
6.367,154.010,6.000,65.474,1.000,1.000,0.000,5.000,89.806,19.036,45.503
6.542,159.737,7.000,31.615,2.000,2.000,0.000,4.000,78.768,25.730,51.957
5.636,315.530,6.000,39.096,5.000,3.000,1.000,4.000,79.736,7.448,62.690
7.751,116.036,8.000,66.278,8.000,3.000,2.000,2.000,53.827,13.380,62.463
8.525,303.946,8.000,51.677,8.000,3.000,1.000,2.000,88.335,18.462,72.568
5.350,127.084,9.000,97.597,9.000,6.000,3.000,9.000,39.114,24.184,81.487
7.406,73.788,10.000,63.004,2.000,4.000,0.000,6.000,77.731,20.356,56.052
8.911,196.984,9.000,35.849,3.000,2.000,0.000,6.000,48.132,13.119,56.185
8.740,124.937,8.000,31.249,6.000,5.000,1.000,6.000,84.762,25.218,61.831
9.075,211.035,5.000,80.768,6.000,4.000,1.000,2.000,86.366,12.438,63.991
7.241,247.213,6.000,42.005,1.000,0.000,0.000,3.000,46.361,11.141,39.379
9.103,45.358,7.000,43.147,5.000,3.000,0.000,3.000,86.581,3.444,44.220
6.204,136.365,2.000,59.667,9.000,4.000,0.000,6.000,89.437,6.636,55.805
6.804,197.100,7.000,48.484,2.000,0.000,1.000,4.000,38.447,12.528,45.019
5.882,321.055,6.000,73.160,9.000,3.000,0.000,3.000,62.950,6.920,59.058
7.337,295.542,6.000,63.998,5.000,4.000,1.000,4.000,47.525,4.481,62.043
6.960,96.775,9.000,37.802,6.000,0.000,1.000,7.000,43.216,7.714,51.370
6.205,165.601,7.000,84.932,7.000,3.000,1.000,8.000,87.231,32.747,64.357
8.759,256.022,10.000,59.810,8.000,5.000,0.000,3.000,54.057,5.840,59.398
6.569,157.256,10.000,72.758,7.000,5.000,2.000,3.000,76.860,6.297,69.694
6.364,104.649,9.000,30.276,2.000,0.000,0.000,4.000,35.239,23.469,39.053
5.654,180.793,3.000,73.848,3.000,6.000,0.000,5.000,40.165,18.242,51.968
7.194,239.837,2.000,49.799,9.000,2.000,1.000,7.000,74.666,13.475,56.204
6.515,89.204,3.000,64.606,1.000,5.000,1.000,6.000,59.068,22.363,49.873
6.846,274.945,8.000,50.840,8.000,0.000,1.000,5.000,92.181,14.850,61.369
6.180,205.371,9.000,99.738,6.000,3.000,0.000,2.000,40.346,0.574,52.968
8.816,281.650,9.000,46.159,2.000,2.000,0.000,5.000,75.544,9.518,57.185
9.650,177.905,7.000,93.900,2.000,1.000,0.000,4.000,80.687,45.751,52.450
7.490,532.507,7.000,94.258,10.000,4.000,2.000,5.000,74.729,14.859,81.032
8.215,236.678,10.000,59.470,1.000,6.000,1.000,4.000,79.246,26.829,65.338
9.336,303.069,7.000,51.280,1.000,1.000,0.000,8.000,51.206,27.961,53.195
9.994,274.200,2.000,56.672,1.000,3.000,0.000,7.000,84.866,20.110,53.104
8.068,164.022,6.000,99.254,7.000,0.000,1.000,4.000,71.053,13.863,55.182
9.449,222.377,4.000,73.316,10.000,4.000,0.000,5.000,86.223,8.131,65.540
9.543,118.189,7.000,68.135,2.000,4.000,1.000,5.000,42.915,5.879,51.482
8.957,508.280,7.000,32.514,8.000,3.000,0.000,5.000,43.257,27.448,68.082
7.305,254.712,3.000,89.349,8.000,3.000,2.000,7.000,60.709,17.610,66.607
5.406,99.703,3.000,35.866,3.000,2.000,0.000,1.000,60.341,17.733,35.705
5.079,436.390,1.000,33.288,1.000,4.000,0.000,2.000,43.350,20.042,46.743
7.386,170.190,3.000,49.240,5.000,4.000,1.000,2.000,40.278,11.292,50.245
7.472,331.459,9.000,63.305,1.000,1.000,0.000,7.000,40.250,24.555,55.662
7.037,44.159,7.000,92.670,2.000,3.000,0.000,4.000,38.405,15.466,47.505
7.841,386.373,10.000,85.306,5.000,1.000,1.000,3.000,37.155,12.070,65.288
7.761,247.687,10.000,43.834,9.000,1.000,1.000,8.000,87.504,17.890,73.718
9.183,93.316,9.000,56.046,10.000,0.000,0.000,3.000,95.774,25.042,59.440
5.543,244.772,2.000,84.617,7.000,4.000,1.000,4.000,62.669,11.764,58.258
6.126,476.294,4.000,66.896,3.000,4.000,2.000,3.000,47.138,45.532,63.344
8.965,120.947,1.000,42.214,4.000,3.000,0.000,1.000,56.344,5.720,36.043
9.239,119.695,1.000,57.724,7.000,3.000,0.000,5.000,88.204,19.288,51.672
9.974,162.216,3.000,73.816,2.000,3.000,1.000,3.000,95.401,8.832,52.007
